id,image_name,MAE_value,pixel_count,cropmark_median,cropmark_min,cropmark_max,cropmark_std,percentile_rank,min_max_rank,layer_valid_pixels,layer_mean,layer_median,layer_min,layer_p90,layer_p95,layer_max,layer_std,stats_source,cropmark,replant_2024,is_detected_with_natural_color,comments,derived_product_name,replant_2025
10,COMB126_mae.tif,15.923102378845215,70,15.959417343139648,15.379582405090332,16.379180908203125,0.3024040758609772,0.9392184112744083,0.505097122685397,68860589,13.48,13.34,9.67,15.4,16.11,22.05,1.42,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,0,,NDSI,0
11,COMB126_mae.tif,16.119693756103516,21,16.1046142578125,15.880507469177246,16.420869827270508,0.16319134831428528,0.9507811209689188,0.5209768785220933,68860589,13.48,13.34,9.67,15.4,16.11,22.05,1.42,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,0,,NDSI,0
12,COMB126_mae.tif,12.874640464782715,171,12.807391166687012,11.988092422485352,13.629697799682617,0.5827255845069885,0.3607853397826731,0.25885625725223865,68860589,13.48,13.34,9.67,15.4,16.11,22.05,1.42,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,0,0,,MTVI,0
13,COMB126_mae.tif,13.655149459838867,109,13.626382827758789,13.321624755859375,14.05847454071045,0.2011503279209137,0.6012874069375155,0.3219022180806839,68860589,13.48,13.34,9.67,15.4,16.11,22.05,1.42,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,0,,PCA_COMB22,0
14,COMB126_mae.tif,17.519569396972656,30,17.661388397216797,16.361629486083984,18.33172035217285,0.6098197102546692,0.989228047410399,0.6340524553289706,68860589,13.48,13.34,9.67,15.4,16.11,22.05,1.42,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,0,0,,TCARI_OSAVI,0
15,COMB126_mae.tif,13.498183250427246,287,13.208375930786133,12.116893768310547,15.49720573425293,1.0867928266525269,0.5509911482168705,0.30922320278087606,68860589,13.48,13.34,9.67,15.4,16.11,22.05,1.42,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,1,,,0
16,COMB126_mae.tif,15.826939582824707,130,15.765342712402344,15.629749298095703,16.06729507446289,0.14676682651042938,0.9329355286229108,0.4973295301150813,68860589,13.48,13.34,9.67,15.4,16.11,22.05,1.42,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,0,0,,Invented,,0
17,COMB126_mae.tif,13.718860626220703,478,13.603731155395508,12.571985244750977,14.529926300048828,0.555016815662384,0.6207722823863734,0.3270485158498145,68860589,13.48,13.34,9.67,15.4,16.11,22.05,1.42,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,0,0,,Follow crop,,0
18,COMB126_mae.tif,13.85312271118164,83,13.87874984741211,13.653059005737305,13.9502534866333,0.08350464701652527,0.6584586576800846,0.33789359541047176,68860589,13.48,13.34,9.67,15.4,16.11,22.05,1.42,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,0,0,,Invented,,0
19,COMB126_mae.tif,13.81551456451416,111,13.822572708129883,13.677252769470215,13.96800708770752,0.08420038968324661,0.6482226575203996,0.3348557806554249,68860589,13.48,13.34,9.67,15.4,16.11,22.05,1.42,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,0,0,,Tractor,,0
1,COMB127_mae.tif,14.450191497802734,98,14.547890663146973,13.817387580871582,14.744150161743164,0.27078381180763245,0.7211748363058585,0.40855326635912326,68860589,13.76,13.6,9.76,15.76,16.48,21.24,1.49,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,0,0,0,,,0
2,COMB127_mae.tif,12.077261924743652,306,11.951560974121094,11.336639404296875,13.105070114135742,0.594989001750946,0.12305060300892866,0.20185208403690355,68860589,13.76,13.6,9.76,15.76,16.48,21.24,1.49,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,0,1,,,0
3,COMB127_mae.tif,14.041259765625,320,14.054035186767578,13.344720840454102,14.712969779968262,0.43331724405288696,0.6257691464126164,0.3729320353331882,68860589,13.76,13.6,9.76,15.76,16.48,21.24,1.49,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,1,,,0
4,COMB127_mae.tif,11.994593620300293,440,12.143512725830078,10.834491729736328,12.887924194335938,0.5816624164581299,0.10858748245676493,0.19465101222127992,68860589,13.76,13.6,9.76,15.76,16.48,21.24,1.49,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,0,1,,,0
5,COMB127_mae.tif,14.94944953918457,208,15.13846206665039,13.39876937866211,16.51064682006836,0.9632663726806641,0.805164141131584,0.45204264278611245,68860589,13.76,13.6,9.76,15.76,16.48,21.24,1.49,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,1,,,0
6,COMB127_mae.tif,14.531038284301758,591,14.215335845947266,12.90613842010498,16.622089385986328,0.960712730884552,0.7369794934516172,0.4155956693642647,68860589,13.76,13.6,9.76,15.76,16.48,21.24,1.49,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,1,,,0
7,COMB127_mae.tif,17.60103988647461,98,17.746734619140625,16.646343231201172,18.485681533813477,0.6854767203330994,0.9836280081775077,0.6830174117138162,68860589,13.76,13.6,9.76,15.76,16.48,21.24,1.49,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,0,1,,,1
8,COMB127_mae.tif,16.719188690185547,92,16.85086441040039,15.773392677307129,17.81410789489746,0.6947677731513977,0.9607113293788411,0.6062011054168596,68860589,13.76,13.6,9.76,15.76,16.48,21.24,1.49,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,0,1,,,1
9,COMB127_mae.tif,13.2811918258667,284,13.324542045593262,12.596487045288086,13.974136352539062,0.3740459084510803,0.4005535009292471,0.30672402664344073,68860589,13.76,13.6,9.76,15.76,16.48,21.24,1.49,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,0,,SR,0
10,COMB127_mae.tif,16.510499954223633,70,16.564788818359375,15.7013578414917,16.985599517822266,0.3792363107204437,0.9516504861728673,0.5880226440961354,68860589,13.76,13.6,9.76,15.76,16.48,21.24,1.49,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,0,,NDSI,0
11,COMB127_mae.tif,16.474760055541992,21,16.493257522583008,16.262039184570312,16.65146827697754,0.11816392838954926,0.949901779085857,0.5849094125036579,68860589,13.76,13.6,9.76,15.76,16.48,21.24,1.49,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,0,,NDSI,0
12,COMB127_mae.tif,12.76230525970459,171,12.683500289916992,11.35290813446045,14.518643379211426,1.1257710456848145,0.2639937628183808,0.26152484840632323,68860589,13.76,13.6,9.76,15.76,16.48,21.24,1.49,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,0,0,,MTVI,0
13,COMB127_mae.tif,12.376608848571777,109,12.38205623626709,12.0316162109375,12.598437309265137,0.143519327044487,0.17994221629443222,0.22792760004980644,68860589,13.76,13.6,9.76,15.76,16.48,21.24,1.49,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,0,,PCA_COMB22,0
14,COMB127_mae.tif,15.24973201751709,30,15.292366981506348,14.821271896362305,15.587055206298828,0.2215944528579712,0.8442969025431949,0.47819965309382323,68860589,13.76,13.6,9.76,15.76,16.48,21.24,1.49,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,0,0,,TCARI_OSAVI,0
15,COMB127_mae.tif,13.883517265319824,287,13.74688720703125,13.39780330657959,14.6815767288208,0.4211989939212799,0.5831687556433768,0.35919139941810324,68860589,13.76,13.6,9.76,15.76,16.48,21.24,1.49,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,1,,,0
16,COMB127_mae.tif,14.611893653869629,130,14.640531539916992,13.15272331237793,15.978031158447266,0.9563632011413574,0.7518124191473297,0.4226388200234869,68860589,13.76,13.6,9.76,15.76,16.48,21.24,1.49,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,0,0,,Invented,,0
17,COMB127_mae.tif,14.28742504119873,478,14.236593246459961,12.43405818939209,16.70722198486328,0.997188150882721,0.6863710532595066,0.39437500358873967,68860589,13.76,13.6,9.76,15.76,16.48,21.24,1.49,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,0,0,,Follow crop,,0
18,COMB127_mae.tif,14.41555404663086,83,14.454360008239746,13.942750930786133,14.741667747497559,0.23255236446857452,0.7140801395120219,0.4055360667796917,68860589,13.76,13.6,9.76,15.76,16.48,21.24,1.49,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,0,0,,Invented,,0
19,COMB127_mae.tif,16.300817489624023,111,16.30704116821289,16.152057647705078,16.495948791503906,0.07786262035369873,0.94050791520241,0.5697576210473889,68860589,13.76,13.6,9.76,15.76,16.48,21.24,1.49,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,0,0,,Tractor,,0
1,COMB128_mae.tif,15.363167762756348,98,15.488426208496094,14.731293678283691,15.550131797790527,0.22218619287014008,0.795684553322656,0.4321650090859265,68860589,14.15,13.85,10.0,16.51,17.52,22.41,1.72,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,0,0,0,,,0
2,COMB128_mae.tif,16.78822135925293,306,17.072921752929688,14.455086708068848,18.580995559692383,1.3556526899337769,0.9167880919519872,0.5469960805199782,68860589,14.15,13.85,10.0,16.51,17.52,22.41,1.72,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,0,1,,,0
3,COMB128_mae.tif,14.042234420776367,320,14.055915832519531,13.344467163085938,14.713850021362305,0.4335901737213135,0.5519824990169631,0.32572396621888533,68860589,14.15,13.85,10.0,16.51,17.52,22.41,1.72,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,1,,,0
4,COMB128_mae.tif,11.732370376586914,440,11.599021911621094,10.655171394348145,13.410385131835938,0.6779178977012634,0.03848597635434109,0.13959471205374005,68860589,14.15,13.85,10.0,16.51,17.52,22.41,1.72,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,0,1,,,0
5,COMB128_mae.tif,16.286619186401367,208,16.173044204711914,15.562928199768066,17.397476196289062,0.5212643146514893,0.8850434026929395,0.5065768885093769,68860589,14.15,13.85,10.0,16.51,17.52,22.41,1.72,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,1,,,0
6,COMB128_mae.tif,14.084933280944824,591,13.709773063659668,12.347390174865723,16.63600730895996,1.2165613174438477,0.5628394494273059,0.3291646479407594,68860589,14.15,13.85,10.0,16.51,17.52,22.41,1.72,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,1,,,0
7,COMB128_mae.tif,13.696067810058594,98,13.795372009277344,12.975384712219238,14.216912269592285,0.3995242416858673,0.45625592891748284,0.2978297993600801,68860589,14.15,13.85,10.0,16.51,17.52,22.41,1.72,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,0,1,,,1
8,COMB128_mae.tif,13.540472984313965,92,13.628684997558594,12.804369926452637,14.015667915344238,0.3441455364227295,0.40804168840321714,0.28529194071828884,68860589,14.15,13.85,10.0,16.51,17.52,22.41,1.72,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,0,1,,,1
9,COMB128_mae.tif,18.89011001586914,284,18.690624237060547,17.34993553161621,20.586275100708008,0.832523763179779,0.9833860265122042,0.7163666410853458,68860589,14.15,13.85,10.0,16.51,17.52,22.41,1.72,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,0,,SR,0
10,COMB128_mae.tif,13.477886199951172,70,13.53984546661377,12.8633451461792,13.795112609863281,0.22093714773654938,0.38935377099373925,0.28024868653917584,68860589,14.15,13.85,10.0,16.51,17.52,22.41,1.72,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,0,,NDSI,0
11,COMB128_mae.tif,13.333535194396973,21,13.330148696899414,13.070243835449219,13.594661712646484,0.15674452483654022,0.3472157201559807,0.26861685692159326,68860589,14.15,13.85,10.0,16.51,17.52,22.41,1.72,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,0,,NDSI,0
12,COMB128_mae.tif,17.520967483520508,171,17.967788696289062,14.883634567260742,19.157995223999023,1.3862472772598267,0.9499396962753253,0.6060408931120473,68860589,14.15,13.85,10.0,16.51,17.52,22.41,1.72,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,0,0,,MTVI,0
13,COMB128_mae.tif,12.647167205810547,109,12.702301979064941,11.810761451721191,13.50444507598877,0.3905930519104004,0.17898998801767438,0.21330920272445986,68860589,14.15,13.85,10.0,16.51,17.52,22.41,1.72,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,0,,PCA_COMB22,0
14,COMB128_mae.tif,11.938716888427734,30,11.91322135925293,11.772656440734863,12.15036392211914,0.11441243439912796,0.06211133337822597,0.15622215055823807,68860589,14.15,13.85,10.0,16.51,17.52,22.41,1.72,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,0,0,,TCARI_OSAVI,0
15,COMB128_mae.tif,13.059077262878418,287,13.058035850524902,12.710860252380371,13.47387981414795,0.15429605543613434,0.2737662322348129,0.24650098814491683,68860589,14.15,13.85,10.0,16.51,17.52,22.41,1.72,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,1,,,0
16,COMB128_mae.tif,15.657716751098633,130,15.601571083068848,14.089777946472168,17.360715866088867,1.0506011247634888,0.8295755210574803,0.45589981878312913,68860589,14.15,13.85,10.0,16.51,17.52,22.41,1.72,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,0,0,,Invented,,0
17,COMB128_mae.tif,13.001663208007812,478,13.047986030578613,11.429279327392578,14.124429702758789,0.6234529614448547,0.2597318184426218,0.24187455342528708,68860589,14.15,13.85,10.0,16.51,17.52,22.41,1.72,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,0,0,,Follow crop,,0
18,COMB128_mae.tif,15.665068626403809,83,15.666462898254395,15.599973678588867,15.770147323608398,0.038461703807115555,0.830327620346088,0.45649223419853413,68860589,14.15,13.85,10.0,16.51,17.52,22.41,1.72,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,0,0,,Invented,,0
19,COMB128_mae.tif,15.618183135986328,111,15.606706619262695,15.30455207824707,15.951380729675293,0.1529461145401001,0.8254538891614767,0.45271419306900307,68860589,14.15,13.85,10.0,16.51,17.52,22.41,1.72,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,0,0,,Tractor,,0
1,COMB129_mae.tif,16.081247329711914,98,16.102558135986328,15.656822204589844,16.398263931274414,0.19994890689849854,0.9581469452722805,0.4988971395117815,68860589,13.34,13.22,9.86,15.15,15.9,22.33,1.4,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,0,0,0,,,0
2,COMB129_mae.tif,13.999334335327148,306,14.144061088562012,12.571174621582031,15.081891059875488,0.7557659149169922,0.7223067174171282,0.3319434110126022,68860589,13.34,13.22,9.86,15.15,15.9,22.33,1.4,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,0,1,,,0
3,COMB129_mae.tif,14.041796684265137,320,14.055846214294434,13.343818664550781,14.71302604675293,0.43349382281303406,0.7320736393933546,0.3353485713123607,68860589,13.34,13.22,9.86,15.15,15.9,22.33,1.4,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,1,,,0
4,COMB129_mae.tif,12.306939125061035,440,12.169839859008789,11.290742874145508,13.15989875793457,0.37616807222366333,0.24689228260885193,0.19622607257907265,68860589,13.34,13.22,9.86,15.15,15.9,22.33,1.4,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,0,1,,,0
5,COMB129_mae.tif,14.008635520935059,208,13.9771728515625,13.64661693572998,14.389822006225586,0.2096470594406128,0.7244342333464502,0.33268929598516916,68860589,13.34,13.22,9.86,15.15,15.9,22.33,1.4,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,1,,,0
6,COMB129_mae.tif,13.432842254638672,591,13.027512550354004,11.750361442565918,16.662752151489258,1.2053437232971191,0.5642406427862533,0.286515016410479,68860589,13.34,13.22,9.86,15.15,15.9,22.33,1.4,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,1,,,0
7,COMB129_mae.tif,13.941580772399902,98,13.992030143737793,13.194954872131348,14.385409355163574,0.3008452355861664,0.708868798667987,0.3273120106174742,68860589,13.34,13.22,9.86,15.15,15.9,22.33,1.4,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,0,1,,,1
8,COMB129_mae.tif,14.60879135131836,92,14.707736015319824,13.834888458251953,14.887800216674805,0.2605416178703308,0.8386204770917658,0.3808172695523946,68860589,13.34,13.22,9.86,15.15,15.9,22.33,1.4,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,0,1,,,1
9,COMB129_mae.tif,15.130919456481934,284,14.980463981628418,13.808927536010742,16.449724197387695,0.6303665637969971,0.8981355358432964,0.4226880077371239,68860589,13.34,13.22,9.86,15.15,15.9,22.33,1.4,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,0,,SR,0
10,COMB129_mae.tif,13.177383422851562,70,13.18606948852539,12.903813362121582,13.520668983459473,0.16250194609165192,0.4873399790408415,0.2660291437731807,68860589,13.34,13.22,9.86,15.15,15.9,22.33,1.4,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,0,,NDSI,0
11,COMB129_mae.tif,13.299643516540527,21,13.295202255249023,13.112631797790527,13.52913761138916,0.1267218142747879,0.5237554096436787,0.2758334816792725,68860589,13.34,13.22,9.86,15.15,15.9,22.33,1.4,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,0,,NDSI,0
12,COMB129_mae.tif,14.807218551635742,171,14.964879989624023,13.203329086303711,16.187814712524414,1.1696016788482666,0.8647126007011064,0.3967296352554726,68860589,13.34,13.22,9.86,15.15,15.9,22.33,1.4,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,0,0,,MTVI,0
13,COMB129_mae.tif,12.185471534729004,109,12.18560791015625,11.977401733398438,12.357336044311523,0.09570949524641037,0.21589625090194917,0.18648528746824417,68860589,13.34,13.22,9.86,15.15,15.9,22.33,1.4,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,0,,PCA_COMB22,0
14,COMB129_mae.tif,11.877874374389648,30,11.854397773742676,11.730666160583496,12.058537483215332,0.09773001074790955,0.14142443655252498,0.16181831390454285,68860589,13.34,13.22,9.86,15.15,15.9,22.33,1.4,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,0,0,,TCARI_OSAVI,0
15,COMB129_mae.tif,12.16317081451416,287,12.244173049926758,11.437220573425293,12.81680679321289,0.3825360834598541,0.21019751951293938,0.1846969378118814,68860589,13.34,13.22,9.86,15.15,15.9,22.33,1.4,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,1,,,0
16,COMB129_mae.tif,16.308748245239258,130,16.27490997314453,16.216712951660156,16.620214462280273,0.09799349308013916,0.966388292147777,0.5171409980143752,68860589,13.34,13.22,9.86,15.15,15.9,22.33,1.4,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,0,0,,Invented,,0
17,COMB129_mae.tif,12.787583351135254,478,12.939878463745117,11.651494979858398,13.317402839660645,0.42599374055862427,0.3763178819164617,0.23477011637010864,68860589,13.34,13.22,9.86,15.15,15.9,22.33,1.4,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,0,0,,Follow crop,,0
18,COMB129_mae.tif,12.250746726989746,83,12.237154960632324,12.190743446350098,12.406229972839355,0.047043003141880035,0.23256970688995995,0.191719865837189,68860589,13.34,13.22,9.86,15.15,15.9,22.33,1.4,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,0,0,,Invented,,0
19,COMB129_mae.tif,13.770842552185059,111,13.770793914794922,13.538179397583008,14.136213302612305,0.1520845741033554,0.6655066078508274,0.31362009239655647,68860589,13.34,13.22,9.86,15.15,15.9,22.33,1.4,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,0,0,,Tractor,,0
1,COMB12_mae.tif,13.948668479919434,98,14.001368522644043,13.38943862915039,14.277691841125488,0.26985421776771545,0.6225034032166062,0.36474490810084986,68860589,13.69,13.52,9.9,15.78,16.57,21.0,1.54,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,0,0,0,,,0
2,COMB12_mae.tif,12.460738182067871,306,12.301287651062012,11.671646118164062,13.61937141418457,0.6798357963562012,0.2167751716442623,0.230697133519628,68860589,13.69,13.52,9.9,15.78,16.57,21.0,1.54,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,0,1,,,0
3,COMB12_mae.tif,14.041305541992188,320,14.054122924804688,13.344751358032227,14.713006973266602,0.4333111047744751,0.6451901827328256,0.3730905893686655,68860589,13.69,13.52,9.9,15.78,16.57,21.0,1.54,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,1,,,0
4,COMB12_mae.tif,11.743699073791504,440,11.72913932800293,10.759081840515137,12.645970344543457,0.5402462482452393,0.08849267902718637,0.16609901565689222,68860589,13.69,13.52,9.9,15.78,16.57,21.0,1.54,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,0,1,,,0
5,COMB12_mae.tif,14.67856502532959,208,14.881837844848633,13.040092468261719,16.149625778198242,1.075512170791626,0.7732222563475314,0.4305013536332964,68860589,13.69,13.52,9.9,15.78,16.57,21.0,1.54,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,1,,,0
6,COMB12_mae.tif,13.938899993896484,591,13.731473922729492,12.477644920349121,16.281347274780273,1.0787110328674316,0.6200218531386654,0.3638648643149986,68860589,13.69,13.52,9.9,15.78,16.57,21.0,1.54,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,1,1,,,0
7,COMB12_mae.tif,16.831012725830078,98,16.95098114013672,15.842177391052246,17.730785369873047,0.7235949039459229,0.960805592296052,0.6244155608855926,68860589,13.69,13.52,9.9,15.78,16.57,21.0,1.54,C:\IRANZO\uzbekistan\zar_tepe\Ortoimagenes\Satelite\WV3\015105921010_01\PCA\mae_saliency\mae_stats.csv,1,0,1,,,1
